id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
35,15719348.0,Kao,596.0,France,Female,52.0,3.0,0.0,1.0,1.0,0.0,96498.14,1.0
36,15778395.0,Onuchukwu,509.0,France,Female,24.0,0.0,169988.35,2.0,1.0,1.0,130824.57,0.0
37,15800805.0,Johnstone,664.0,Germany,Female,38.0,1.0,141792.61,1.0,1.0,0.0,71178.09,0.0
38,15752300.0,Macartney,749.0,France,Female,34.0,9.0,122641.51,2.0,1.0,1.0,183572.39,0.0
39,15592386.0,Shao,637.0,France,Male,36.0,3.0,0.0,2.0,1.0,0.0,184474.15,0.0
40,15756475.0,Cremonesi,671.0,France,Female,42.0,7.0,0.0,2.0,0.0,0.0,176902.83,0.0
41,15656471.0,Ch'eng,543.0,France,Male,43.0,6.0,121063.49,1.0,1.0,1.0,68831.72,0.0
42,15674811.0,Yermakova,646.0,France,Male,40.0,5.0,0.0,2.0,1.0,1.0,25662.27,0.0
43,15788025.0,Teng,732.0,Spain,Male,30.0,2.0,0.0,2.0,1.0,1.0,158527.56,0.0
44,15765518.0,Nkemdirim,556.0,France,Female,35.0,4.0,103711.56,1.0,1.0,1.0,65816.53,0.0
45,15711299.0,Ch'eng,749.0,Spain,Female,28.0,4.0,0.0,2.0,1.0,1.0,51117.06,0.0
46,15771383.0,Ugorji,706.0,France,Male,33.0,2.0,0.0,2.0,0.0,0.0,118711.75,0.0
47,15772329.0,Ch'ien,753.0,France,Female,40.0,9.0,0.0,2.0,1.0,0.0,96660.76,0.0
48,15656484.0,Genovesi,703.0,France,Female,32.0,9.0,0.0,2.0,1.0,1.0,95583.45,0.0
49,15674543.0,Chin,604.0,France,Female,38.0,4.0,129307.32,1.0,0.0,1.0,158610.89,0.0
50,15670354.0,Chikezie,700.0,France,Male,29.0,9.0,0.0,2.0,1.0,0.0,131919.48,0.0
51,15605965.0,Nnachetam,591.0,France,Male,33.0,10.0,86569.76,1.0,1.0,0.0,147964.99,0.0
52,15791045.0,Hsueh,557.0,Spain,Female,39.0,3.0,0.0,1.0,1.0,0.0,86957.42,1.0
53,15736397.0,Young,611.0,France,Female,41.0,3.0,0.0,2.0,0.0,1.0,125553.51,0.0
54,15742369.0,Onyekachi,850.0,France,Male,36.0,4.0,0.0,2.0,1.0,0.0,80410.68,0.0
55,15621083.0,Caffyn,542.0,France,Male,43.0,6.0,0.0,2.0,0.0,1.0,60552.44,0.0
56,15773868.0,Ijendu,590.0,France,Male,33.0,6.0,0.0,2.0,1.0,1.0,114539.67,0.0
57,15742273.0,Lai,659.0,France,Male,37.0,9.0,0.0,2.0,0.0,1.0,131736.23,0.0
58,15683063.0,Mazzanti,694.0,France,Male,30.0,9.0,0.0,2.0,1.0,0.0,163746.09,0.0
59,15737194.0,Mazzanti,735.0,France,Female,48.0,7.0,0.0,1.0,0.0,0.0,174311.3,1.0
60,15573889.0,Ngozichukwuka,619.0,Spain,Female,37.0,1.0,0.0,2.0,0.0,1.0,5791.85,0.0
61,15686538.0,T'ao,738.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,93716.38,0.0
62,15790235.0,Baresi,705.0,France,Female,31.0,1.0,0.0,2.0,1.0,1.0,47728.0,0.0
63,15633574.0,Hsia,586.0,France,Male,32.0,5.0,0.0,2.0,1.0,1.0,85733.33,0.0
64,15745354.0,Hsueh,696.0,France,Male,32.0,9.0,104822.45,1.0,1.0,0.0,178187.04,0.0
65,15796834.0,Chidiegwu,581.0,Spain,Female,45.0,9.0,0.0,1.0,0.0,1.0,130910.78,1.0
66,15745030.0,Mazzanti,705.0,France,Female,27.0,0.0,0.0,2.0,1.0,1.0,141827.83,0.0
67,15642570.0,Folliero,850.0,France,Male,33.0,6.0,98459.6,1.0,1.0,1.0,187826.11,0.0
68,15767804.0,Ting,591.0,France,Male,31.0,2.0,0.0,2.0,1.0,0.0,143393.24,0.0
69,15813095.0,K'ung,477.0,Spain,Female,43.0,7.0,0.0,2.0,0.0,1.0,57323.18,0.0
70,15683521.0,Palermo,656.0,France,Female,26.0,2.0,0.0,1.0,1.0,0.0,176843.53,0.0
71,15593425.0,Ugochukwu,547.0,Germany,Female,54.0,3.0,108862.76,1.0,1.0,0.0,64421.02,1.0
72,15570087.0,Shih,675.0,Germany,Male,28.0,2.0,142871.27,2.0,0.0,1.0,170563.73,0.0
73,15597914.0,Ch'ang,636.0,Spain,Female,31.0,6.0,117864.85,3.0,1.0,1.0,93902.49,1.0
74,15571081.0,Y?an,571.0,Spain,Male,34.0,6.0,0.0,2.0,1.0,0.0,85421.48,0.0
75,15753874.0,Ch'en,542.0,France,Male,33.0,2.0,0.0,2.0,1.0,0.0,171768.76,0.0
76,15702715.0,Nwankwo,677.0,Germany,Female,41.0,4.0,131778.08,1.0,1.0,0.0,59346.4,0.0
77,15748986.0,Chiemenam,712.0,Germany,Male,43.0,6.0,101179.23,2.0,1.0,1.0,88827.67,0.0
78,15754574.0,Ritchie,538.0,France,Male,39.0,7.0,0.0,2.0,0.0,0.0,85733.33,0.0
79,15571081.0,Walker,663.0,France,Female,35.0,7.0,0.0,2.0,1.0,1.0,100615.14,0.0
80,15672330.0,Chineze,653.0,Spain,Female,37.0,7.0,0.0,2.0,1.0,0.0,93820.49,0.0
81,15690772.0,Clements,721.0,France,Male,39.0,4.0,0.0,2.0,1.0,1.0,161671.15,0.0
82,15672826.0,Mironova,636.0,France,Male,33.0,1.0,0.0,2.0,1.0,1.0,49707.85,0.0
83,15646594.0,Chin,587.0,France,Male,28.0,5.0,131184.67,1.0,0.0,1.0,81718.37,0.0
84,15756481.0,Hsia,461.0,Germany,Male,61.0,9.0,128264.03,1.0,1.0,1.0,131662.47,0.0
85,15742824.0,Cattaneo,652.0,France,Male,39.0,5.0,0.0,2.0,1.0,1.0,89972.25,0.0
86,15716236.0,Liao,667.0,France,Male,37.0,1.0,0.0,2.0,1.0,1.0,164822.37,0.0
87,15762799.0,Mao,591.0,Spain,Female,42.0,8.0,0.0,1.0,1.0,0.0,28188.78,1.0
88,15751026.0,Ts'ai,593.0,France,Male,36.0,7.0,0.0,2.0,1.0,0.0,162697.93,0.0
89,15663917.0,Fang,615.0,France,Female,43.0,9.0,0.0,1.0,1.0,0.0,46857.52,0.0
90,15747772.0,Chiganu,634.0,France,Male,41.0,1.0,0.0,2.0,0.0,1.0,179861.79,0.0
91,15706812.0,Maclean,594.0,France,Male,56.0,3.0,0.0,1.0,0.0,1.0,186942.49,1.0
92,15749130.0,Trevisano,656.0,France,Female,35.0,8.0,125822.21,1.0,1.0,1.0,163830.64,0.0
93,15586039.0,Pinto,633.0,France,Female,28.0,9.0,107247.69,1.0,1.0,1.0,97468.44,0.0
94,15753831.0,Nucci,669.0,Germany,Male,25.0,2.0,156848.13,2.0,1.0,0.0,136934.91,0.0
95,15655238.0,Maclean,659.0,Spain,Male,33.0,9.0,0.0,1.0,1.0,1.0,149822.04,0.0
96,15661734.0,Chiang,569.0,Spain,Male,36.0,8.0,171770.55,1.0,1.0,1.0,75937.52,0.0
97,15700757.0,Ts'ai,729.0,Spain,Female,32.0,1.0,0.0,2.0,1.0,1.0,181419.29,0.0
98,15782404.0,Efremov,627.0,Spain,Male,35.0,2.0,0.0,2.0,1.0,0.0,27375.15,0.0
99,15668889.0,Ozerova,718.0,France,Male,30.0,7.0,122446.61,1.0,1.0,1.0,140166.95,0.0
100,15662063.0,Maclean,706.0,Germany,Female,39.0,8.0,147092.65,2.0,1.0,1.0,140941.47,1.0
101,15690763.0,Hao,693.0,France,Male,31.0,4.0,0.0,2.0,1.0,1.0,187740.04,0.0
102,15796074.0,Efremov,655.0,France,Female,40.0,1.0,107963.11,1.0,1.0,0.0,109394.62,1.0
103,15745295.0,O'Brien,704.0,Spain,Female,25.0,1.0,127660.46,2.0,1.0,1.0,88815.25,0.0
104,15616454.0,Calabrese,597.0,Germany,Female,45.0,8.0,113923.81,1.0,0.0,1.0,52402.29,1.0
105,15776631.0,Chiu,724.0,France,Male,30.0,9.0,0.0,1.0,0.0,0.0,143598.7,0.0
106,15783882.0,Rizzo,632.0,France,Male,38.0,0.0,0.0,2.0,1.0,1.0,178393.68,0.0
107,15705735.0,Chidumaga,521.0,Germany,Male,34.0,4.0,121669.93,2.0,1.0,1.0,176768.59,0.0
108,15620756.0,Cawood,706.0,France,Male,34.0,1.0,0.0,2.0,1.0,0.0,184474.15,0.0
109,15593094.0,Hsueh,682.0,Spain,Male,38.0,9.0,0.0,2.0,0.0,1.0,143481.79,0.0
110,15585823.0,Chidiegwu,652.0,Spain,Female,38.0,2.0,0.0,2.0,1.0,0.0,199392.14,0.0
111,15589230.0,Nwankwo,593.0,France,Male,39.0,1.0,0.0,2.0,1.0,0.0,67769.94,0.0
112,15761717.0,Nucci,699.0,Spain,Female,32.0,6.0,0.0,2.0,1.0,1.0,166586.99,0.0
113,15745080.0,Ch'ang,645.0,Germany,Female,32.0,6.0,133050.97,1.0,1.0,0.0,152167.79,1.0
114,15670552.0,Baresi,708.0,France,Male,36.0,8.0,0.0,2.0,1.0,0.0,199674.83,0.0
115,15641733.0,Onwuatuegwu,726.0,France,Male,38.0,4.0,0.0,1.0,1.0,0.0,136983.77,0.0
116,15617401.0,Brierly,706.0,France,Male,30.0,4.0,0.0,3.0,1.0,1.0,53581.14,0.0
117,15788224.0,Chidozie,648.0,France,Male,46.0,2.0,0.0,2.0,1.0,0.0,94978.1,0.0
118,15776047.0,Aksenov,790.0,France,Male,37.0,9.0,84958.6,1.0,1.0,0.0,68730.91,0.0
119,15692406.0,Hsiung,695.0,France,Female,34.0,4.0,0.0,2.0,0.0,1.0,51362.82,0.0
120,15674573.0,Martin,591.0,Spain,Male,34.0,3.0,83061.26,1.0,1.0,1.0,72993.65,0.0
121,15748597.0,Hsieh,660.0,Spain,Male,35.0,5.0,0.0,2.0,1.0,0.0,143481.85,0.0
122,15683562.0,Chiang,763.0,France,Male,39.0,6.0,105969.42,1.0,0.0,1.0,67468.67,0.0
123,15698732.0,K?,752.0,Spain,Female,46.0,2.0,0.0,2.0,1.0,1.0,94898.1,1.0
124,15804950.0,Tung,679.0,France,Male,38.0,2.0,0.0,2.0,1.0,1.0,94845.45,0.0
125,15623989.0,Hs?,756.0,France,Male,26.0,7.0,113328.89,1.0,1.0,1.0,97734.3,0.0
126,15615477.0,Walker,743.0,Germany,Female,37.0,1.0,127545.84,2.0,1.0,0.0,48673.18,0.0
127,15752300.0,Johnson,703.0,Spain,Male,33.0,2.0,0.0,2.0,1.0,0.0,98896.06,0.0
128,15687540.0,Hsiung,676.0,France,Male,38.0,4.0,0.0,2.0,1.0,0.0,46772.36,0.0
129,15788215.0,Okwudilichukwu,528.0,Germany,Male,37.0,5.0,95984.69,1.0,1.0,1.0,64771.61,0.0
130,15591344.0,Smith,775.0,France,Male,33.0,1.0,0.0,1.0,0.0,1.0,823.96,0.0
131,15737705.0,Nwabugwu,662.0,Germany,Female,51.0,8.0,119278.01,1.0,1.0,1.0,86490.09,1.0
132,15593782.0,Ch'ien,591.0,Germany,Male,41.0,3.0,139395.08,2.0,1.0,0.0,127429.56,0.0
133,15598884.0,Fanucci,659.0,Spain,Male,33.0,5.0,167864.4,1.0,1.0,1.0,171099.22,0.0
134,15591047.0,Hsiung,677.0,Germany,Male,35.0,5.0,154902.66,2.0,0.0,1.0,103560.98,0.0
135,15756824.0,Pino,666.0,France,Female,47.0,9.0,0.0,2.0,1.0,0.0,70954.41,0.0
136,15585066.0,Larkin,759.0,Spain,Female,49.0,5.0,0.0,1.0,1.0,1.0,80592.24,1.0
137,15681871.0,Genovese,712.0,France,Male,29.0,5.0,0.0,2.0,0.0,1.0,142913.99,0.0
138,15812607.0,Chiu,512.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,108577.97,0.0
139,15606901.0,Mazzanti,676.0,Germany,Male,40.0,2.0,108396.67,2.0,0.0,1.0,64448.36,0.0
140,15571305.0,Kambinachi,774.0,France,Male,40.0,3.0,99836.47,1.0,1.0,1.0,128815.33,0.0
141,15644878.0,Yobachi,564.0,Spain,Male,39.0,5.0,0.0,2.0,1.0,0.0,71811.9,0.0
142,15572073.0,Skelton,605.0,France,Female,43.0,1.0,0.0,1.0,1.0,0.0,166929.43,1.0
143,15776733.0,Udegbunam,468.0,France,Female,27.0,5.0,0.0,2.0,1.0,0.0,108764.69,0.0
144,15602797.0,Pinto,646.0,France,Male,34.0,5.0,0.0,2.0,1.0,1.0,119446.64,0.0
145,15744398.0,Fenton,594.0,France,Female,47.0,7.0,0.0,2.0,1.0,1.0,127847.25,0.0
146,15604792.0,Fiorentino,615.0,Spain,Female,34.0,3.0,0.0,2.0,0.0,0.0,149614.61,0.0
147,15578799.0,Hs?,632.0,Spain,Female,41.0,7.0,0.0,2.0,1.0,0.0,72628.96,0.0
148,15711571.0,Hsing,809.0,Germany,Male,31.0,6.0,88594.14,2.0,1.0,1.0,65636.92,0.0
149,15746028.0,Onio,678.0,France,Male,33.0,2.0,0.0,2.0,1.0,1.0,170528.63,0.0
150,15682533.0,De Luca,572.0,Germany,Male,41.0,3.0,108435.87,2.0,1.0,1.0,77981.54,0.0
151,15702300.0,Ritchie,667.0,France,Female,70.0,8.0,0.0,1.0,1.0,1.0,130376.68,1.0
152,15770101.0,Chinedum,633.0,France,Male,36.0,3.0,0.0,2.0,1.0,0.0,78700.02,0.0
153,15803842.0,Kennedy,479.0,Spain,Female,31.0,1.0,0.0,2.0,1.0,1.0,166677.35,0.0
154,15737506.0,Calabresi,701.0,France,Female,40.0,7.0,0.0,2.0,0.0,0.0,36275.94,0.0
155,15583363.0,Ugochukwutubelum,744.0,France,Male,36.0,5.0,0.0,2.0,1.0,0.0,79450.21,0.0
156,15787550.0,K?,659.0,France,Female,33.0,9.0,0.0,1.0,0.0,1.0,160529.71,0.0
157,15607988.0,Aitken,703.0,Spain,Male,34.0,9.0,0.0,1.0,1.0,1.0,109626.03,0.0
158,15698522.0,Chienezie,594.0,France,Female,43.0,8.0,0.0,2.0,1.0,1.0,183490.99,0.0
159,15778861.0,Manna,679.0,Spain,Male,35.0,1.0,0.0,2.0,1.0,0.0,126812.63,0.0
160,15800514.0,Kao,704.0,France,Male,33.0,1.0,0.0,2.0,0.0,1.0,89524.83,0.0
161,15732832.0,Nweke,663.0,Germany,Male,33.0,5.0,95671.75,2.0,1.0,1.0,165562.84,0.0
162,15615477.0,Mazzanti,708.0,France,Female,39.0,7.0,0.0,2.0,0.0,0.0,71178.09,0.0
163,15695475.0,Maclean,675.0,Spain,Male,58.0,2.0,152760.24,1.0,1.0,1.0,164975.82,0.0
164,15636353.0,L?,657.0,France,Male,20.0,7.0,0.0,2.0,1.0,0.0,65763.66,0.0
165,15605264.0,Chukwuebuka,850.0,France,Male,32.0,7.0,0.0,2.0,1.0,1.0,67468.67,0.0
166,15721779.0,Hsia,678.0,Spain,Male,33.0,2.0,121551.58,1.0,1.0,0.0,67979.35,0.0
167,15699325.0,Chukwujamuike,627.0,France,Female,34.0,3.0,0.0,1.0,1.0,0.0,167549.06,0.0
168,15797748.0,Chuang,619.0,Germany,Female,35.0,1.0,123599.49,1.0,1.0,0.0,59938.81,0.0
169,15588566.0,Scott,688.0,Germany,Male,36.0,3.0,92889.91,1.0,1.0,1.0,135984.86,0.0
170,15662955.0,Mazzi,605.0,Spain,Male,32.0,5.0,0.0,2.0,0.0,1.0,176883.42,0.0
171,15690925.0,Pinto,680.0,France,Male,26.0,9.0,0.0,2.0,1.0,1.0,161574.19,0.0
172,15660263.0,Fomin,579.0,Spain,Male,51.0,8.0,0.0,2.0,1.0,1.0,155915.24,0.0
173,15756751.0,Toscani,619.0,France,Male,34.0,6.0,102926.65,1.0,1.0,1.0,114565.84,0.0
174,15803685.0,Nnonso,631.0,Spain,Male,39.0,2.0,0.0,1.0,1.0,0.0,151324.69,0.0
175,15667944.0,Trentino,573.0,France,Female,32.0,5.0,0.0,2.0,1.0,1.0,94977.3,0.0
176,15602841.0,Folliero,657.0,France,Male,33.0,7.0,0.0,2.0,1.0,0.0,71865.31,0.0
177,15628145.0,McLean,741.0,France,Male,25.0,2.0,0.0,2.0,1.0,0.0,121751.04,0.0
178,15691843.0,P'eng,684.0,France,Male,32.0,1.0,0.0,1.0,1.0,0.0,95936.84,0.0
179,15655229.0,Chin,597.0,France,Male,34.0,2.0,0.0,2.0,1.0,1.0,144532.85,0.0
180,15772073.0,Ejimofor,590.0,France,Male,30.0,9.0,0.0,1.0,1.0,1.0,143538.51,0.0
181,15600792.0,Chioke,605.0,France,Male,39.0,10.0,122949.14,1.0,1.0,1.0,126471.13,0.0
182,15633840.0,Yefimova,655.0,France,Female,31.0,4.0,0.0,2.0,1.0,0.0,87412.24,0.0
183,15713962.0,Okwuoma,706.0,France,Male,37.0,9.0,0.0,1.0,1.0,0.0,48161.18,1.0
184,15724296.0,K'ung,633.0,France,Male,21.0,4.0,0.0,2.0,0.0,0.0,115994.52,0.0
185,15701605.0,T'an,799.0,Germany,Male,41.0,7.0,83501.66,2.0,1.0,0.0,166440.32,0.0
186,15576185.0,T'ien,850.0,Germany,Female,45.0,4.0,153611.83,1.0,0.0,0.0,80778.5,1.0
187,15796834.0,Hsing,718.0,Germany,Male,57.0,8.0,124098.54,1.0,1.0,0.0,1843.24,1.0
188,15739692.0,Trevisani,754.0,Germany,Male,41.0,9.0,124447.73,1.0,0.0,1.0,141558.04,0.0
189,15776824.0,Ts'ao,619.0,Spain,Male,32.0,7.0,0.0,2.0,1.0,1.0,134526.57,0.0
190,15653952.0,Hightower,596.0,France,Male,36.0,6.0,0.0,2.0,1.0,1.0,119969.99,0.0
191,15804937.0,Chigolum,663.0,France,Male,41.0,2.0,0.0,2.0,1.0,1.0,123866.47,0.0
192,15803750.0,Ch'iu,683.0,Spain,Male,40.0,6.0,0.0,2.0,1.0,1.0,177747.72,0.0
193,15808846.0,Ch'ang,679.0,France,Male,36.0,4.0,0.0,2.0,1.0,0.0,171060.01,0.0
194,15638989.0,Chukwualuka,686.0,Germany,Female,50.0,5.0,181110.13,2.0,1.0,1.0,145796.49,1.0
195,15773971.0,Ch'iu,663.0,France,Female,38.0,4.0,0.0,2.0,0.0,1.0,87985.2,1.0
196,15701265.0,Hs?,681.0,France,Female,46.0,7.0,0.0,1.0,1.0,1.0,129980.93,0.0
197,15761763.0,Linger,708.0,Germany,Female,53.0,9.0,174851.9,1.0,1.0,0.0,66526.01,1.0
198,15681758.0,Lo,697.0,France,Male,35.0,7.0,0.0,1.0,1.0,1.0,131662.47,1.0
199,15592751.0,Nucci,629.0,France,Female,34.0,6.0,0.0,2.0,1.0,0.0,57905.25,0.0
200,15777599.0,Smith,559.0,France,Female,38.0,2.0,0.0,2.0,0.0,1.0,180800.42,0.0
201,15791848.0,Kenechukwu,803.0,France,Male,37.0,5.0,0.0,1.0,1.0,0.0,111241.37,0.0
202,15718057.0,Milano,678.0,France,Male,40.0,2.0,98899.91,1.0,1.0,0.0,176943.59,0.0
203,15715643.0,Pinto,585.0,Germany,Female,51.0,4.0,121681.91,1.0,1.0,1.0,61324.87,1.0
204,15600724.0,Chukwukere,636.0,France,Male,40.0,8.0,0.0,2.0,1.0,1.0,100101.06,0.0
205,15593782.0,Shao,749.0,Germany,Female,39.0,8.0,130627.66,2.0,1.0,1.0,172097.4,0.0
206,15586699.0,Hsieh,711.0,France,Female,28.0,8.0,121898.58,1.0,1.0,1.0,156476.92,0.0
207,15755872.0,T'an,604.0,France,Female,45.0,3.0,0.0,1.0,1.0,0.0,62674.51,1.0
208,15693904.0,Yobachukwu,713.0,Spain,Female,35.0,7.0,141349.43,1.0,1.0,0.0,146851.76,0.0
209,15718789.0,Chidiebele,765.0,Germany,Male,32.0,2.0,90560.3,2.0,1.0,0.0,163798.41,0.0
210,15651280.0,Hsueh,646.0,France,Female,47.0,10.0,0.0,1.0,1.0,0.0,180622.01,1.0
211,15757981.0,Chidi,645.0,Spain,Female,50.0,4.0,0.0,2.0,1.0,0.0,126743.33,0.0
212,15800326.0,Yancy,594.0,France,Male,34.0,6.0,0.0,2.0,1.0,1.0,184524.63,0.0
213,15772896.0,De Luca,685.0,France,Male,38.0,4.0,0.0,2.0,1.0,1.0,162719.69,0.0
214,15761655.0,Chia,664.0,Germany,Male,29.0,2.0,99095.73,1.0,1.0,1.0,27448.33,0.0
215,15662067.0,Dickson,579.0,France,Female,44.0,8.0,0.0,2.0,1.0,1.0,175072.47,0.0
216,15716284.0,Tung,635.0,France,Female,41.0,8.0,0.0,2.0,1.0,0.0,166677.35,0.0
217,15662291.0,Walker,685.0,Spain,Male,32.0,7.0,0.0,2.0,1.0,1.0,105922.69,0.0
218,15744109.0,Chidubem,729.0,Spain,Male,35.0,4.0,0.0,2.0,1.0,1.0,145765.83,0.0
219,15656817.0,Sun,637.0,France,Male,37.0,4.0,0.0,2.0,1.0,1.0,124071.71,0.0
220,15716085.0,Okagbue,754.0,Germany,Female,30.0,2.0,91547.84,1.0,1.0,1.0,116097.26,0.0
221,15630363.0,Shih,687.0,France,Male,39.0,7.0,0.0,2.0,1.0,0.0,125961.48,0.0
222,15660385.0,Ts'ui,559.0,France,Female,32.0,1.0,0.0,2.0,1.0,1.0,136497.28,0.0
223,15681671.0,Ting,677.0,France,Female,35.0,4.0,0.0,2.0,1.0,1.0,50299.14,0.0
224,15607597.0,Ch'in,602.0,Spain,Male,39.0,3.0,0.0,2.0,0.0,1.0,189339.6,0.0
225,15795954.0,Ts'ui,710.0,France,Male,32.0,7.0,0.0,1.0,1.0,0.0,71709.12,0.0
226,15588535.0,Larkin,709.0,France,Male,43.0,0.0,0.0,2.0,1.0,0.0,142516.35,0.0
227,15776939.0,Ch'in,554.0,France,Female,42.0,5.0,0.0,1.0,1.0,0.0,142903.44,1.0
228,15682048.0,Ogochukwu,593.0,France,Male,46.0,2.0,0.0,1.0,1.0,1.0,171457.06,0.0
229,15777599.0,Ogochukwu,624.0,Germany,Female,46.0,4.0,90723.36,1.0,1.0,0.0,58879.31,1.0
230,15714355.0,Chukwudi,678.0,France,Female,29.0,3.0,0.0,2.0,0.0,0.0,122373.42,0.0
231,15711157.0,Ch'in,694.0,Spain,Female,37.0,2.0,0.0,2.0,1.0,0.0,150685.52,0.0
232,15777076.0,Chioke,567.0,Spain,Female,36.0,9.0,0.0,2.0,1.0,0.0,141446.01,0.0
233,15622443.0,Calabresi,850.0,Spain,Female,44.0,10.0,0.0,2.0,0.0,0.0,149629.13,0.0
234,15807524.0,Onyemauchechukwu,646.0,France,Male,45.0,2.0,0.0,2.0,1.0,1.0,144880.81,0.0
235,15751022.0,Oguejiofor,598.0,France,Male,30.0,2.0,0.0,2.0,1.0,0.0,93901.61,0.0
236,15775238.0,Lucchese,581.0,France,Male,42.0,0.0,0.0,1.0,1.0,0.0,52414.41,1.0
237,15643487.0,Nkemakonam,732.0,Germany,Male,63.0,1.0,114321.28,2.0,1.0,1.0,19842.11,1.0
238,15576774.0,K'ung,659.0,Spain,Male,37.0,2.0,0.0,2.0,1.0,0.0,157097.09,0.0
239,15777901.0,Folliero,591.0,Spain,Male,33.0,2.0,0.0,2.0,1.0,1.0,71173.64,0.0
240,15731267.0,Chidozie,573.0,France,Female,47.0,9.0,0.0,1.0,1.0,1.0,176902.83,1.0
241,15700476.0,Ch'ien,724.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,180598.86,0.0
242,15654975.0,Chigozie,685.0,Germany,Male,30.0,5.0,140720.93,2.0,1.0,1.0,28238.25,0.0
